University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
Seoul National University,South Korea,212.213,International Economics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,212.214,Introductory Statistics for Economists,HKUBS,ECON1280,Analysis of economic data
Seoul National University,South Korea,212.301,Econometrics,HKUBS,ECON2280,Introductory econometrics
Seoul National University,South Korea,216A.209A,Issues of Contemporary Democracy,POLI,POLI3010,Democracy and its critics
Seoul National University,South Korea,216B.326,International Organization,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Seoul National University,South Korea,251.205,Principles of Accounting,HKUBS,ACCT1101,Introduction to financial accounting
Seoul National University,South Korea,251.303,Human Resource Management,PSYC,MGMT3429,Strategic human resources management
Seoul National University,South Korea,251.323,Corporate Finance,HKUBS,FINA1310,Corporate finance
Seoul National University,South Korea,251.326	,Management Information System ,HKUBS,IIMT2601,Management information systems
Seoul National University,South Korea,251.42,Financial Derivatives,HKUBS,FINA2322,Derivatives
Seoul National University,South Korea,251.422,Investment,HKUBS,FINA2320,Investments and portfolio analysis
Seoul National University,South Korea,42.01,Understanding of the Francophone Culture,SOH,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,44.009,Introduction to Modern Economy,HKUBS,ECON1001,Introductory microeconomics
Seoul National University,South Korea,44.023,North Korean Studies,SMLC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,45.006,Evolution and Human Society,PSYC,TPSY9000,Unmapped advanced course for Psychology
Seoul National University,South Korea,45.013,Psychology of Interpersonal Relations,PSYC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,45.013,Psychology of Interpersonal Relations,PSYC,TPSY9000,Unmapped advanced course for Psychology
Seoul National University,South Korea,47.018,Understanding the Human Body,BIOL,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,55.007,Introduction to Korean Literature,SMLC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,55.016,Two Koreas: Modern Korean History and Society,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,L0546.000800,Film Arts,SOH,TFSS9001,Unmapped introductory course for Social Sciences
Seoul National University,South Korea,L0548.001300,Emerging Issues on Peace and Unification of the Korean Peninsula,POLI,POLI3123,Politics of the two Koreas
Seoul National University,South Korea,L0549.000100,Sexuality and Gender Equality,SOCI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,L0549.000900,Japanese Popular Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,M0000.008500,Financial Management,HKUBS,FINA1310,Corporate finance
Seoul National University,South Korea,M1307.001100,Anthropology of Korean Popular Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,M1320.001400 ,China's Rise and Asia's Future,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Seoul National University,South Korea,M1338.002100,Digital Marketing,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,M2169.005000,Life in Contemporary Korea,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,M2170.000400,Japan and East Asia,SMLC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,M2752.000500,Topics in West Asian Civilization,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Seoul National University,South Korea,M2856.001100,Development Policies in the Global Context,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Seoul National University,South Korea,TBA,Entrepreneurship in Asia,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,N/A,Behavioral Economics and Our Community,PSYC,TPSY9000,Unmapped advanced course for Psychology
Yonsei University,South Korea,N/A,"Culture, Media, and the Politics of Beauty",SOCI,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,N/A,"Culture, Media, and the Politics of Beauty",SOCI,TSOC9000,Unmapped advanced course for Sociology
Yonsei University,South Korea,N/A,Digital Storytelling Practice,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Yonsei University,South Korea,N/A,Entrepreneurship and Strategy,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,N/A,Intermediate Korean 2,SMLC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,N/A,International Political Economy of East Asia in Post Development,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Yonsei University,South Korea,N/A,Psychology of Fashion and Apparel Industry,PSYC,TPSY9000,Unmapped advanced course for Psychology
Yonsei University,South Korea,N/A,R and Python Programming,STAT,TFSS9001,Unmapped introductory course for Social Sciences
Yonsei University,South Korea,N/A,Social Statistics,PSYC,TPSY9000,Unmapped advanced course for Psychology
Yonsei University,South Korea,N/A,"The Rise and Fall of the British World: Empire, State and Soci",SOH,TFSS9001,Unmapped introductory course for Social Sciences
Yonsei University,South Korea,ANT1001,Cultural Anthropology,SOCI,SOCI1003,Introduction to anthropology
Yonsei University,South Korea,ANT3113,Anthropology and the Visual Media (1),SOCI,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ATM2101,Earth's Climate Change,PHYS,PHYS1056,"Weather, climate and climate change"
Yonsei University,South Korea,BIZ2119,Financial Management,HKUBS,FINA1310,Corporate finance
Yonsei University,South Korea,biz3108,Management Accounting,HKUBS,ACCT2105,Introduction to management accounting
Yonsei University,South Korea,BIZ3120,Investment Theory,HKUBS,FINA2320,Investments and portfolio analysis
Yonsei University,South Korea,BIZ3189,Management Information Systems,HKUBS,IIMT2601,Management information systems
Yonsei University,South Korea,CFS3109,Guiding Child's Play,SWSA,TSWK9000,Unmapped advanced course for Social Work and Social Administration
Yonsei University,South Korea,CFS4114,Family Counselling,SWSA,SOWK2135,Theory and practice in family counselling
Yonsei University,South Korea,CHI3101,Introduction to China,SINO,SINO1003,Greater China: A multi-disciplinary introduction
Yonsei University,South Korea,CLC3107,The Cultural Politics of the 21st Century,POLI,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,CLC3723,The Cultural Ethos of Democracy,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Yonsei University,South Korea,CLL3304,Intermediate Chinese Composition,CHIN,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,COM2105,Understanding of Advertising,JMSC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,COM2107,Mass Media & Popular Culture,SOCI,TSOC9000,Unmapped advanced course for Sociology
Yonsei University,South Korea,COM2110,Boardcast Production ,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Yonsei University,South Korea,COM2110,Broadcast Production,JMSC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,COM2117,Media and Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,COM3103,International Communication,SOCI,TSOC9000,Unmapped advanced course for Sociology
Yonsei University,South Korea,COM3134,Media Psychology ,PSYC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,COM3146,Digital Marketing,HKUBS,MKTG3524,Internet marketing
Yonsei University,South Korea,COM3146,Interactive Marketing Communication,JMSC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,CSI2106,Introduction to computer science,COMP,TFSS9001,Unmapped introductory course for Social Sciences
Yonsei University,South Korea,CSI4116,Computer Vision,COMP,COMP3317,Computer vision
Yonsei University,South Korea,ECO1103,Principles of Microeconomics,HKUBS,ECON1210,Introductory microeconomics
Yonsei University,South Korea,ECO1104,Principles of Macroeconomics,HKUBS,ECON1220,Introductory macroeconomics
Yonsei University,South Korea,ECO2102,Microeconomics,HKUBS,ECON1210,Introductory microeconomics
Yonsei University,South Korea,ECO3000,Education and Social Inequalities ,SOCI,TSOC9000,Unmapped advanced course for Sociology
Yonsei University,South Korea,ECO3101,Game Theory and Applications,HKUBS,ECON2214,Games and decisions
Yonsei University,South Korea,ECO3101,Game Theory and Applications,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ECO3104,Econometrics I,HKUBS,ECON2280,Introductory econometrics
Yonsei University,South Korea,ECO3112,Korean Economy,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ECO3119,Introduction to Financial Engineering I,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ECO3127,Law and Economics,HKUBS,ECON2233,The economics of law
Yonsei University,South Korea,ECO3127,Law and Economics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ECO3130,International Money and Finance,HKUBS,TFSS9000,Unmapped advanced course for Social Sciences
Yonsei University,South Korea,EDU3137,Comparative Cultural Understanding of Education,BBED,BBED5022,Globalization and Education
Yonsei University,South Korea,EDU4113,"Seminar on Issues in Educational, Administration & Policy",BBED,BBED5023,Education Policy Analysis: International perspectives
Yonsei University,South Korea,EDU4135,Education in  Multicultural Society,BBED,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ELL2002,Speech and Debate,ENGL,TFSS9001,Unmapped introductory course for Social Sciences
Yonsei University,South Korea,ELL3926,Issues in Anglophone Literature and Cinema,ENGL,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,ELL4916,Special Topics: Comparative Studies of English and Korean Literature,ENGL,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,FNS3102,Nutrition & Human Growth,BIOL,BIOL3204,Nutrition and the life cycle
Yonsei University,South Korea,HIS3717,International Relations in Europe,SMLC,TFSS9001,Unmapped introductory course for Social Sciences
Yonsei University,South Korea,HUM2042,World Heritage of Korea and Digital Literacy,SMLC,TFSS9000,Unmapped advanced course for Social Sciences
Yonsei University,South Korea,IEE 3372,Understanding of Digital Media,JMSC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,IEE1101,Beginning Korean Writing,SMLC,KORE3023,Korean writing 2
Yonsei University,South Korea,IEE1115,Introduction to Corporate Finance,HKUBS,FINA1310,Corporate finance
Yonsei University,South Korea,IEE1139,Korean Language 3,SMLC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,IEE1154,Korean Popular Culture And Korean Wave,SMLC,KORE2038,Global Korean pop culture
Yonsei University,South Korea,IEE1154,Korean Popular Culture and Korean Wave,SOCI,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,IEE1154,Korean Popular Culture and Korean Wave,SOCI,TSOC9000,Unmapped advanced course for Sociology
Yonsei University,South Korea,IEE2019,Introductory Psychology,PSYC,PSYC1001,Introductionto Psychology
Yonsei University,South Korea,IEE2021,Korean Traditional Music and Culture,SMLC,TGCR9000,Global Citizenship for Social Sciences
Yonsei University,South Korea,IEE2028,Marketing,HKUBS,MKTG2501,Introduction to marketing
Yonsei University,South Korea,IEE2060,Principles of Marketing,HKUBS,MKTG2501,Introduction to marketing
Yonsei University,South Korea,IEE2073,Topics in Korean Culture:Globalization and Multiculturalism,SOCI,TSOC9000,Unmapped advanced course for Sociology
